19930101,
30.29,9.455
32.16,9.463
31.884,8.91
30.812,10.321
31.579,11.501
29.179,13.947
31.737,12.393
30.034,11.353
29.021,11.631
31.022,9.926
31.349,10.298
30.237,9.995
31.255,9.685
32.092,10.443
31.868,10.834
28.496,9.626
31.088,9.686
31.715,9.953
31.443,9.839
32.257,10.438
31.992,9.651
31.933,8.012
32.016,7.828
32.956,9.55
33.486,6.975
33.09,7.35
33.483,7.483
33.265,7.22
32.575,8.646
32.54,10.105
30.813,12.496
32.593,11.8
30.307,13.486
33.751,12.029
34.119,10.326
33.835,8.879
33.64,8.894
34.407,8.288
35.211,9.337
34.676,10.627
34.163,10.214
32.789,12.351
33.574,10.747
34.091,9.803
33.788,10.458
33.674,11.106
33.704,13.633
34.034,13.183
34.334,13.219
30.445,16.335
30.805,16.314
31.452,16.926
28.167,15.632
26.958,13.331
26.176,12.411
24.689,14.714
27.917,14.181
27.629,15.195
23.679,13.79
29.009,16.126
23.648,12.889
25.127,13.906
27.853,15.814
31.216,16.416
29.582,14.531
32.338,13.593
31.825,14.238
31.33,14.209
30.71,13.454
32.956,13.318
32.357,13.809
28.163,12.442
24.453,14.964
30.775,15.415
28.895,16.391
26.205,13.292
27.578,13.726
23.425,16.356
26.097,15.015
27.582,15.12
24.396,15.648
27.716,14.427
26.591,13.992
25.634,14.48
22.941,15.952
28.192,13.825
24.179,13.796
22.449,14.202
25.083,13.346
28.533,13.161
30.109,12.79
29.832,14.517
28.478,14.938
28.342,14.75
28.21,15.354
30.089,14.473
32.902,12.438
33.534,10.1
33.578,9.585
33.519,9.377
31.691,11.833
28.979,14.459
30.742,13.98
33.325,8.366
33.706,6.756
33.042,8.798
25.284,14.694
26.961,13.731
31.253,12.083
33.644,13.211
33.615,13.964
29.641,14.939
26.649,14.051
30.71,14.49
21.77,12.76
27.883,12.15
23.73,14.605
26.822,14.195
23.438,14.619
21.783,15.118
29.282,14.452
26.585,15.729
26.901,14.107
31.04,9.901
33.097,8.961
33.207,16.026
28.849,15.922
31.504,16.396
31.283,17.032
27.325,15.511
26.849,16.269
28.6,14.894
23.905,11.744
28.639,13.342
29.848,13.487
25.435,15.739
24.483,13.062
27.597,15.139
25.919,13.271
31.333,14.358
31.915,14.658
25.775,15.013
26.076,15.808
27.919,15.858
28.417,16.293
22.951,16.35
26.04,15.243
31.89,16.092
29.637,15.276
28.032,16.013
29.044,15.524
28.49,16.311
29.044,16.506
26.223,16.696
27.785,13.484
20.689,13.762
23.975,14.346
27.53,15.866
17.404,13.372
32.411,13.898
27.703,13.948
24.51,16.432
27.143,14.209
29.951,14.339
25.382,15.971
26.58,16.574
25.629,16.374
28.249,15.948
27.375,17.14
26.549,16.762
24.3,16.299
28.261,15.929
28.217,15.983
26.56,16.551
27.243,16.218
28.511,16.151
27.725,16.187
21.199,13.647
30.357,12.737
23.231,11.989
25.313,10.385
23.678,15.205
23.975,15.559
23.727,15.989
24.561,14.186
29.919,14.748
28.747,17.168
25.768,16.551
23.224,13.605
31.547,13.48
25.34,15.823
29.035,14.804
24.835,16.275
25.355,16.004
24.634,16.435
25.852,15.428
24.903,13.452
24.4,15.514
22.647,14.113
25.25,12.769
29.774,14.171
25.251,14.963
24.842,15.884
24.252,15.353
21.922,15.559
24.243,15.859
19.903,14.404
27.15,14.122
27.54,14.261
20.509,14.741
27.432,11.541
24.679,15.69
27.146,16.083
24.41,16.312
25.742,16.215
22.194,11.661
29.932,11.675
29.323,13.787
26.281,14.719
30.742,15.707
28.228,16.03
22.834,13.665
26.445,12.906
29.337,12.55
25.232,14.768
20.965,14.331
28.188,14.685
27.562,15.737
26.89,15.275
31.228,13.275
22.698,14.396
27.395,15.042
26.03,14.177
29.517,15.937
25.726,15.517
27.138,16.015
25.454,15.483
31.488,15.489
27.009,11.791
33.711,11.74
24.468,12.467
32.419,12.89
26.949,14.426
32.819,15.033
27.777,16.174
24.599,13.885
26.376,13.583
29.585,14.664
30.415,13.989
30.798,15.534
28.014,11.679
33.628,12.309
29.77,15.508
33.632,15.13
27.615,16.208
26.208,16.227
21.676,10.454
31.574,10.341
26.028,13.145
28.931,14.515
24.919,13.88
22.377,11.326
27.013,11.605
24.061,13.167
28.826,13.26
26.268,15.187
26.512,14.917
26.732,15.967
27.202,16.191
25.389,15.166
27.198,15.173
26.528,13.612
25.812,16.027
26.127,16.545
24.809,13.831
29.432,14.019
21.155,14.714
25.031,14.252
23.24,12.735
26.442,12.132
27.986,12.044
27.061,11.825
27.276,13.262
25.815,11.322
29.154,11.358
29.498,12.14
29.146,13.992
30.731,10.981
30.857,10.894
31.462,8.252
30.068,8.924
29.627,12.421
25.396,14.696
29.529,14.144
28.79,13.252
29.867,10.427
29.919,9.603
29.139,11.477
29.558,10.456
28.903,10.907
28.418,13.514
30.786,13.116
30.841,10.666
30.183,9.873
28.042,11.176
29.853,12.141
25.137,13.898
28.417,14.269
25.532,14.282
26.005,13.937
28.014,13.089
24.273,13.777
25.351,14.574
29.112,12.386
29.096,11.798
23.394,12.711
29.225,12.318
22.794,11.698
28.347,12.58
29.916,8.151
27.925,7.398
26.957,11.952
29.371,10.907
29.678,9.593
28.76,9.328
26.781,9.259
27.421,9.003
28.664,9.372
28.654,9.632
26.27,11.213
28.739,11.22
28.941,12.853
25.431,11.916
24.265,10.299
26.406,11.714
27.673,12.723
27.61,11.412
28.769,9.211
26.987,9.913
24.765,10.253
26.832,9.297
26.635,8.618
24.18,8.901
26.435,8.584
24.014,10.291
22.634,13.392
27.095,13.225
25.443,8.778
24.178,7.864
23.315,9.777
22.935,10.138
29.906,7.239
29.581,9.002
28.322,9.435
28.093,8.439
27.947,8.216
23.358,8.497
28.438,10.291
22.597,10.945
29.639,10.481
28.856,11.11
26.617,11.688
20.782,11.218
28.79,10.874
27.297,12.916
29.478,11.145
29.311,9.896
30.344,11.85
29.657,12.529
26.697,12.145
30.147,11.246
31.834,6.744
31.447,6.339
31.032,7.137
31.175,6.616
31.475,7.15
30.944,6.644
30.114,7.107
30.32,7.281
31.277,7.358
31.237,7.957
31.437,7.724
31.961,7.477
32.189,7.063
31.251,7.942
31.471,8.898
30.222,10.057
30.402,10.813
30.947,10.606
32.074,9.944
31.608,9.147
30.688,9.563
31.642,9.26
31.959,9.417
32.105,11.998
33.358,11.558
32.306,10.675
32.058,12.355
31.423,10.55
31.835,13.641
31.676,13.857
31.443,12.58
28.694,14.663
22.765,13.255
28.67,9.918
29.054,11.985
31.836,11.407
24.743,10.406
27.608,12.546
27.483,13.245
28.099,12.707
27.208,9.184
31.631,8.703
32.15,11.145
31.765,10.672
31.829,12.575
33.019,11.693
33.162,10.687
33.544,12.385
33.732,10.887
33.219,10.212
33.664,9.975
33.864,10.761
33.148,14.233
33.389,14.602
32.146,13.663
30.868,13.766
30.447,14.495
33.443,14.781
34.241,12.228
32.758,12.58
34.492,12.638
34.108,13.928
34.346,13.202
31.225,16.025
32.785,14.791
34.102,12.934
32.303,13.8
34.798,14.291
33.67,13.518
34.038,12.238
33.526,15.195
33.208,13.282
31.462,15.83
32.152,15.361
34.581,13.944
35.762,12.858
36.242,12.16
36.299,11.824
36.718,10.741
36.471,10.432
36.701,12.136
34.541,13.439
33.604,13.748
30.699,13.509
34.201,14.065
36.3,12.311
36.066,13.813
30.029,15.551
30.366,14.014
34.155,14.34
34.567,14.397
30.186,15.229
29.185,15.522
24.536,13.79
29.859,13.247
26.145,14.768
30.296,14.992
30.425,15.478
30.24,15.431
27.416,14.491
26.96,14.144
24.409,13.934
27.573,14.988
33.855,15.05
36.804,10.8
34.793,9.217
35.058,9.33
32.872,11.759
32.116,10.512
32.801,10.224
32.856,10.261
33.273,14.923
33.47,15.094
33.865,15.169
33.195,15.584
30.176,15.429
30.041,15.771
28.735,15.493
30.811,16.084
25.916,16.18
27.362,16.226
29.181,15.753
26.805,15.536
31.816,13.955
24.269,13.422
34.103,13.055
29.992,15.625
26.877,14.967
27.392,14.865
26.958,15.726
25.782,15.586
30.95,16.074
28.851,15.906
29.249,15.919
27.38,16.666
29.594,15.78
29.359,16.143
29.394,13.577
26.985,16.045
27.257,16.424
25.149,15.988
24.505,16.485
23.334,15.73
23.647,13.162
30.608,15.151
26.906,16.606
26.008,15.708
24.765,14.988
28.834,15.841
29.203,15.7
24.25,17.17
25.608,14.692
28.403,13.425
26.279,16.946
28.47,16.541
25.235,17.295
23.487,16.647
20.245,16.803
23.989,13.237
25.666,12.908
27.947,13.664
25.946,15.874
24.584,15.76
23.184,13.362
29.881,13.643
24.488,16.193
27.103,16.172
24.11,16.422
24.351,15.896
27.794,15.585
23.613,15.963
23.701,16.118
26.055,14.304
27.309,13.632
22.401,14.516
28.162,15.276
23.285,16.824
26.641,15.854
25.689,16.858
25.52,15.246
33.461,14.336
26.04,16.851
25.184,16.634
23.83,14.411
23.93,14.317
27.065,15.761
29.48,13.901
27.914,15.378
26.678,13.48
24.279,14.156
22.877,13.758
23.288,15.517
23.713,11.805
24.788,11.014
19.383,10.138
25.664,12.102
27.809,10.665
28.071,13.84
28.11,13.833
25.473,15.749
26.481,14.739
29.722,12.149
20.691,15.335
31.415,11.821
27.492,15.553
28.776,14.589
24.415,16.663
25.231,15.162
24.364,14.986
27.13,15.007
30.278,16.156
25.103,14.745
27.127,13.711
24.457,15.787
24.88,14.818
30.294,14.486
21.658,16.333
26.236,16.214
25.575,15.645
26.201,15.295
27.674,15.125
28.053,15.906
23.757,16.413
27.415,15.353
25.069,15.455
28.211,15.921
27.982,15.028
24.926,15.491
27.6,15.54
26.581,15.857
25.079,15
27.481,15.274
23.262,15.298
24.375,14.729
27.072,15.423
25.972,12.812
24.407,15.491
27.63,13.309
33.527,14.2
33.019,15.89
30.447,15.115
29.513,14.597
33.221,13.057
20.99,16.355
26.387,16.342
23.283,15.254
26.161,15.779
20.388,12.023
31.041,11.716
24.678,15.416
25.339,15.166
21.914,13.031
27.541,12.394
22.285,10.318
31.055,11.581
28.054,13.739
22.816,16.269
24.066,13.412
29.561,11.28
23.927,13.561
26.241,14.967
26.032,13.996
29.446,15.285
26.466,15.825
32.465,15.722
26.266,16.221
29.629,14.33
28.754,15.906
20.342,16.788
25.771,12.334
29.499,14.997
22.508,15.987
30.205,13.538
24.21,13.373
28.826,12.055
26.087,13.685
21.936,11.088
26.426,11.626
25.132,12.216
30.364,13.04
27.498,13.951
29.244,14.088
30.457,13.113
30.232,12.546
29.598,12.276
26.13,14.763
27.753,14.753
24.917,12.873
28.393,14.26
26.861,14.582
26.255,15.392
28.427,15.932
29.7,13.96
29.558,13.511
